page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
30097,Kent V. Nelson (New Earth),\/wiki\/Kent_V._Nelson_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,64,"2007, November",2007
18180,Janos Prohaska (New Earth),\/wiki\/Janos_Prohaska_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,64,"1988, March",1988
21226,Edward Fyers (New Earth),\/wiki\/Edward_Fyers_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,64,"1987, October",1987
33255,Mister Mxyzptlk (New Earth),\/wiki\/Mister_Mxyzptlk_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,White Hair,Male Characters,,Living Characters,64,"1987, November",1987
19629,Jor-El (New Earth),\/wiki\/Jor-El_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,64,"1986, October",1986
13337,Yolanda Montez (New Earth),\/wiki\/Yolanda_Montez_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Reddish Brown Hair,Female Characters,,Deceased Characters,64,"1985, March",1985
4425,William Randolph Wintergreen (New Earth),\/wiki\/William_Randolph_Wintergreen_(New_Earth),Public Identity,Neutral Characters,,White Hair,Male Characters,,Deceased Characters,64,"1980, December",1980
13691,William Hand (New Earth),\/wiki\/William_Hand_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,64,"1964, June",1964
144724,Molly Mayne (New Earth),\/wiki\/Molly_Mayne_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,64,"1947, September",1947
52340,Scribbly Jibbet (New Earth),\/wiki\/Scribbly_Jibbet_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,64,"1939, April",1939
2605,Amy Winston (New Earth),\/wiki\/Amy_Winston_(New_Earth),Secret Identity,Good Characters,Violet Eyes,Blond Hair,Female Characters,,Living Characters,63,"1983, April",1983
17114,Charis-Nar (New Earth),\/wiki\/Charis-Nar_(New_Earth),Secret Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,63,"1981, June",1981
9901,Pooch (New Earth),\/wiki\/Pooch_(New_Earth),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,63,"1959, September",1959
11611,Tex (New Earth),\/wiki\/Tex_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,63,"1947, June",1947
4878,Clifford DeVoe (New Earth),\/wiki\/Clifford_DeVoe_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,63,"1943, September",1943
2781,Klarion Bleak (New Earth),\/wiki\/Klarion_Bleak_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,62,"1973, March",1973
73382,Mark Merlin (New Earth),\/wiki\/Mark_Merlin_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,62,"1959, August",1959
1497,Garfield Lynns (New Earth),\/wiki\/Garfield_Lynns_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,62,"1952, June",1952
50010,David Reid (New Earth),\/wiki\/David_Reid_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,61,"2008, March",2008
4789,Nanaue (New Earth),\/wiki\/Nanaue_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,61,"1994, October",1994
1946,Emil LaSalle (New Earth),\/wiki\/Emil_LaSalle_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,61,"1981, December",1981
3068,Clifford Carmichael (New Earth),\/wiki\/Clifford_Carmichael_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,61,"1978, March",1978
11857,"Henry Heywood, Sr. (New Earth)","\/wiki\/Henry_Heywood,_Sr._(New_Earth)",Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,61,"1978, March",1978
14748,Morgaine le Fey (New Earth),\/wiki\/Morgaine_le_Fey_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,61,"1972, September",1972
63434,Francine Lee (New Earth),\/wiki\/Francine_Lee_(New_Earth),Public Identity,Good Characters,Brown Eyes,,Female Characters,,Living Characters,61,"1970, August",1970
4856,Per Degaton (New Earth),\/wiki\/Per_Degaton_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,61,"1947, June",1947
5294,Roxanne Leech (New Earth),\/wiki\/Roxanne_Leech_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,60,"1993, July",1993
2656,Paco Ramone (New Earth),\/wiki\/Paco_Ramone_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,60,"1984, October",1984
2773,Bette Sans Souci (New Earth),\/wiki\/Bette_Sans_Souci_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,60,"1982, December",1982
12177,Chaselon (New Earth),\/wiki\/Chaselon_(New_Earth),Public Identity,,White Eyes,Black Hair,Male Characters,,Deceased Characters,60,"1961, December",1961
18907,Martha Roberts (New Earth),\/wiki\/Martha_Roberts_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,60,"1939, December",1939
147267,Ferrin Colos (New Earth),\/wiki\/Ferrin_Colos_(New_Earth),Public Identity,Good Characters,White Eyes,,Male Characters,,Deceased Characters,59,"1992, October",1992
4805,Angela Hawkins III (New Earth),\/wiki\/Angela_Hawkins_III_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,59,"1981, December",1981
69672,Pren (New Earth),\/wiki\/Pren_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,59,"1981, June",1981
60260,Simon Jones (New Earth),\/wiki\/Simon_Jones_(New_Earth),Public Identity,Bad Characters,White Eyes,,Male Characters,,Deceased Characters,59,"1981, January",1981
1454,Arthur Brown (New Earth),\/wiki\/Arthur_Brown_(New_Earth),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,59,"1966, May",1966
174205,Richard Starr (New Earth),\/wiki\/Richard_Starr_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,59,"1958, August",1958
4869,Paula Brooks (New Earth),\/wiki\/Paula_Brooks_(New_Earth),Secret Identity,,Green Eyes,Black Hair,Female Characters,,Living Characters,59,"1947, August",1947
11843,Langford Terrill (New Earth),\/wiki\/Langford_Terrill_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,59,"1940, September",1940
65388,Ryan Kendall (New Earth),\/wiki\/Ryan_Kendall_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,58,"1992, June",1992
1973,Death (New Earth),\/wiki\/Death_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,58,"1989, August",1989
4850,Cameron Mahkent (New Earth),\/wiki\/Cameron_Mahkent_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,58,"1987, January",1987
7571,Irwin Schwab (New Earth),\/wiki\/Irwin_Schwab_(New_Earth),Secret Identity,Good Characters,Green Eyes,,Male Characters,,Living Characters,58,"1982, December",1982
4917,Trigon (New Earth),\/wiki\/Trigon_(New_Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,58,"1981, March",1981
8730,James Rook (New Earth),\/wiki\/James_Rook_(New_Earth),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,58,"1969, May",1969
1992,Tula (New Earth),\/wiki\/Tula_(New_Earth),Public Identity,,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,58,"1967, June",1967
2751,Chemo (New Earth),\/wiki\/Chemo_(New_Earth),Public Identity,Bad Characters,,,,,Living Characters,58,"1962, July",1962
9076,Roscoe Dillon (New Earth),\/wiki\/Roscoe_Dillon_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,58,"1961, August",1961
9846,Ronald Reagan (New Earth),\/wiki\/Ronald_Reagan_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,58,"1950, June",1950
5274,Jonathan Gabrielli I (New Earth),\/wiki\/Jonathan_Gabrielli_I_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,58,"1942, April",1942
1587,Anita Fite (New Earth),\/wiki\/Anita_Fite_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,57,"2000, January",2000
10570,Arak Red-Hand (New Earth),\/wiki\/Arak_Red-Hand_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,57,"1981, August",1981
14617,Anthony Ivo (New Earth),\/wiki\/Anthony_Ivo_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,57,"1960, July",1960
5273,Anthony Rodriguez I (New Earth),\/wiki\/Anthony_Rodriguez_I_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Deceased Characters,57,"1942, April",1942
1793,Paul Kirk II (New Earth),\/wiki\/Paul_Kirk_II_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,57,"1942, April",1942
5276,Thomas Thompkins I (New Earth),\/wiki\/Thomas_Thompkins_I_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,57,"1942, April",1942
14507,Hera (New Earth),\/wiki\/Hera_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,57,"1941, December",1941
12138,Graf Toren (New Earth),\/wiki\/Graf_Toren_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,56,"1993, August",1993
5152,Baby Wildebeest (New Earth),\/wiki\/Baby_Wildebeest_(New_Earth),Public Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Deceased Characters,56,"1992, April",1992
66420,Jennifer Morgan (New Earth),\/wiki\/Jennifer_Morgan_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,56,"1980, October",1980
88731,Troy Stewart (Pre-Zero Hour),\/wiki\/Troy_Stewart_(Pre-Zero_Hour),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,56,"1976, April",1976
5275,Patrick MacGuire I (New Earth),\/wiki\/Patrick_MacGuire_I_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,56,"1942, April",1942
53426,Atrocitus (New Earth),\/wiki\/Atrocitus_(New_Earth),Secret Identity,Neutral Characters,Yellow Eyes,,Male Characters,,Living Characters,55,"2008, January",2008
1889,Sebastian Faust (New Earth),\/wiki\/Sebastian_Faust_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,55,"1993, November",1993
117817,Voz (New Earth),\/wiki\/Voz_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,55,"1993, August",1993
62760,Stanley Kitch (New Earth),\/wiki\/Stanley_Kitch_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,55,"1989, January",1989
1487,Henry Heywood III (New Earth),\/wiki\/Henry_Heywood_III_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,55,"1984, October",1984
88211,Yera Allon (Pre-Zero Hour),\/wiki\/Yera_Allon_(Pre-Zero_Hour),Public Identity,Good Characters,Purple Eyes,Purple Hair,Female Characters,,Living Characters,55,"1982, May",1982
4317,Mongul I (New Earth),\/wiki\/Mongul_I_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,55,"1980, November",1980
2005,Anton Arcane (New Earth),\/wiki\/Anton_Arcane_(New_Earth),Public Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Deceased Characters,55,"1973, January",1973
149411,Randu Singh (New Earth),\/wiki\/Randu_Singh_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,55,"1972, September",1972
5423,Stel (New Earth),\/wiki\/Stel_(New_Earth),Public Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,55,"1962, March",1962
40601,Judy Walton (New Earth),\/wiki\/Judy_Walton_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,55,"1960, August",1960
40595,Nicholas Walton (New Earth),\/wiki\/Nicholas_Walton_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,55,"1960, August",1960
245864,Johnny Peril (New Earth),\/wiki\/Johnny_Peril_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,55,"1947, February",1947
164815,Shift (New Earth),\/wiki\/Shift_(New_Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Living Characters,54,"2003, August",2003
80255,Michael Akins (New Earth),\/wiki\/Michael_Akins_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,54,"2001, January",2001
140650,Natt Walls (New Earth),\/wiki\/Natt_Walls_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,54,"1996, August",1996
5047,Carol Bucklen (New Earth),\/wiki\/Carol_Bucklen_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,54,"1995, April",1995
2485,Jared Stevens (New Earth),\/wiki\/Jared_Stevens_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,54,"1994, October",1994
2775,Satanus (New Earth),\/wiki\/Satanus_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,54,"1992, August",1992
4889,Danny the Street (New Earth),\/wiki\/Danny_the_Street_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,54,"1990, August",1990
24090,Alice Spencer (New Earth),\/wiki\/Alice_Spencer_(New_Earth),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,54,"1987, May",1987
2785,Big Bear (New Earth),\/wiki\/Big_Bear_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,54,"1971, March",1971
5439,Merlyn (New Earth),\/wiki\/Merlyn_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,54,"1971, November",1971
25942,"Arthur Curry, Jr. (New Earth)","\/wiki\/Arthur_Curry,_Jr._(New_Earth)",Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,54,"1965, October",1965
51016,Jennifer Pierce (New Earth),\/wiki\/Jennifer_Pierce_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,53,"2008, March",2008
4780,Knockout (New Earth),\/wiki\/Knockout_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,53,"1994, February",1994
19714,Clifford Baker (New Earth),\/wiki\/Clifford_Baker_(New_Earth),Public Identity,,Green Eyes,Red Hair,Male Characters,,Deceased Characters,53,"1988, September",1988
61046,Daniel Chase (New Earth),\/wiki\/Daniel_Chase_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,53,1987,1987
1922,Danton Black (New Earth),\/wiki\/Danton_Black_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,53,"1978, March",1978
23000,Kanjar Ro (New Earth),\/wiki\/Kanjar_Ro_(New_Earth),Public Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,53,"1961, March",1961
1892,Lori Zechlin (New Earth),\/wiki\/Lori_Zechlin_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,52,"2005, January",2005
40065,Cody Driscoll (New Earth),\/wiki\/Cody_Driscoll_(New_Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,52,"1996, October",1996
9049,Helena Kosmatos (New Earth),\/wiki\/Helena_Kosmatos_(New_Earth),Secret Identity,Good Characters,Red Eyes,Blond Hair,Female Characters,,Living Characters,52,"1987, March",1987
70553,Kalista (New Earth),\/wiki\/Kalista_(New_Earth),Public Identity,Good Characters,White Eyes,Purple Hair,Female Characters,,Deceased Characters,52,"1981, June",1981
11377,Beautiful Dreamer (New Earth),\/wiki\/Beautiful_Dreamer_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,52,"1971, March",1971
40599,Biff Bailey (New Earth),\/wiki\/Biff_Bailey_(New_Earth),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,52,"1960, August",1960
1923,James Craddock (New Earth),\/wiki\/James_Craddock_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,52,"1947, October",1947
11333,Franklin Delano Roosevelt (New Earth),\/wiki\/Franklin_Delano_Roosevelt_(New_Earth),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,52,"1936, March",1936
23831,Arkillo (New Earth),\/wiki\/Arkillo_(New_Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,51,"2006, May",2006
8883,Katherine Kane (New Earth),\/wiki\/Katherine_Kane_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Homosexual Characters,Living Characters,51,"2006, June",2006
5304,Rex Leech (New Earth),\/wiki\/Rex_Leech_(New_Earth),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,51,"1993, February",1993
118190,Jayne Payton (New Earth),\/wiki\/Jayne_Payton_(New_Earth),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,51,"1988, October",1988
13106,"Artemis, Goddess of the Hunt (New Earth)","\/wiki\/Artemis,_Goddess_of_the_Hunt_(New_Earth)",Public Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,51,"1987, February",1987
13072,Andrew Bennett (New Earth),\/wiki\/Andrew_Bennett_(New_Earth),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,51,"1981, March",1981
63305,Machiste (New Earth),\/wiki\/Machiste_(New_Earth),Public Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,51,"1976, April",1976
18070,Mark Moonrider (New Earth),\/wiki\/Mark_Moonrider_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,51,"1971, March",1971
18074,Serifan (New Earth),\/wiki\/Serifan_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,51,"1971, March",1971
2754,Copperhead (New Earth),\/wiki\/Copperhead_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,,…
